コード,年度,自己資本比率,売上高,営業利益,一株配当,配当性向,連続増配,減配なし
6188,20-Dec,58.1,6846000000.0,477000000,4.5,26.38,2.0,3.0
6189,20-Sep,43.8,22160000000.0,477000000,-,-,0.0,3.0
6191,20-Sep,9,21241000000.0,-8994000000,10,-,0.0,2.0
6192,20-Apr,31.9,7913602000.0,184410000,3.8,487,2.0,3.0
6193,20-Mar,18.8,5948854000.0,-192590000,-,-,0.0,1.0
6194,20-Sep,89.7,3430829000.0,732291000,-,-,0.0,2.0
6195,20-Jun,19.1,14407904000.0,1020582000,15,13.38,0.0,2.0
6196,20-Aug,78.3,6916705000.0,2981421000,24,12.58,1.0,1.0
6197,20-Mar,29,95719000000.0,5465000000,19.5,40.7,3.0,3.0
6198,20-Sep,35.3,12247806000.0,1981000,-,-,0.0,3.0
6199,20-Aug,46.7,13771620000.0,1134471000,4.6,6.74,4.0,7.0
6200,20-Sep,66.4,5119777000.0,784359000,9.25,75.48,8.0,8.0
6201,20-Mar,46.2,2170000000000.0,1.28E+11,160,34.05,8.0,10.0
6203,20-Mar,62.2,20321000000.0,776000000,20,41.79,0.0,10.0
6205,20-Mar,32.9,21346000000.0,-290000000,-,-,0.0,2.0
6208,20-Mar,24.9,12227000000.0,202250000,-,-,0.0,9.0
6210,20-Mar,64.3,30453000000.0,1426000000,15,55.38,0.0,0.0
6218,20-Mar,27.4,27125000000.0,2120000000,10,4.65,1.0,1.0
6222,20-Mar,82.6,33206000000.0,-5602000000,35,-,0.0,0.0
6233,20-Sep,35.2,8006367000.0,120440000,10,79.65,0.0,6.0
6236,20-Mar,48.8,13949994000.0,803928000,10,12.51,1.0,2.0
6237,20-Mar,68,28636597000.0,2114246000,30.5,31.4,2.0,2.0
6238,20-Mar,79.1,27431578000.0,3637978000,40,28.1,0.0,7.0
6239,20-Jun,47.8,6436887000.0,1076437000,10,9.81,0.0,2.0
6240,20-Mar,84.3,12674215000.0,777486000,6,73.96,6.0,6.0
6245,20-Mar,69.5,31682031000.0,3684529000,46,28.79,4.0,4.0
6246,20-Mar,71.7,16785163000.0,3103143000,50,26.21,3.0,4.0
6247,20-Mar,83.7,32511000000.0,2274000000,20,27.84,0.0,2.0
6248,20-Mar,81.5,1733848000.0,247517000,40,37.02,5.0,10.0
6249,20-Mar,83.7,16561000000.0,2036000000,35,40.24,0.0,2.0
6254,20-Mar,52.6,21049215000.0,1846248000,33,21.48,4.0,4.0
6255,20-Aug,69.7,7938097000.0,879716000,3.5,10.3,2.0,2.0
6257,20-Mar,85.7,25172000000.0,-2054000000,50,-,0.0,2.0
6258,20-Mar,54.4,65612306000.0,2736754000,40,74.34,0.0,6.0
6262,20-Mar,70.9,14969269000.0,499580000,20,-,6.0,6.0
6264,20-Aug,64.2,4388522000.0,896236000,17,18.9,0.0,0.0
6267,20-Jul,49.1,8522729000.0,835038000,60,17.41,2.0,2.0
6271,20-Mar,95,16570000000.0,131000000,24,166.67,0.0,5.0
6272,20-Mar,78.3,26896914000.0,2887548000,22,39.4,0.0,0.0
6273,20-Mar,89.9,526000000000.0,1.46E+11,400,24.21,0.0,9.0
6276,20-Mar,72.8,4704182000.0,21902000,10,-,0.0,1.0
6277,20-Sep,62.1,53497000000.0,4791000000,110,26.83,0.0,9.0
6279,20-Feb,74.4,27608592000.0,2429636000,13.75,20.55,2.0,2.0
6281,20-Mar,41.2,37046357000.0,1853553000,10,12.58,2.0,5.0
6282,20-Mar,74.5,60165000000.0,4749000000,50,45.78,0.0,9.0
6284,20-Sep,54.2,27254000000.0,4850000000,60,21.21,0.0,9.0
6286,20-Mar,58.7,33328140000.0,399632000,21,50.32,0.0,5.0
6287,20-Mar,46.3,116000000000.0,7461000000,70,-,9.0,9.0
6289,20-Aug,75.5,24640000000.0,2498000000,70,134.43,1.0,1.0
6292,20-Mar,47.9,21197912000.0,1593438000,30,19.97,3.0,10.0
6293,20-Mar,52.3,38801000000.0,1100000000,20,108.54,2.0,9.0
6294,20-Mar,49.3,17957935000.0,1368511000,28,24.8,9.0,9.0
6297,20-Mar,48.8,7600676000.0,415346000,8,15.9,1.0,1.0
6298,20-Mar,35.3,21914000000.0,-361000000,20,-,0.0,9.0
6299,20-Mar,34.4,97998000000.0,3504000000,45,26.58,0.0,10.0
6301,20-Mar,48.5,2440000000000.0,2.51E+11,94,70,2.0,9.0
6302,20-Mar,46.6,864000000000.0,56821000000,91,44.07,2.0,5.0
6303,20-Mar,70.3,11796000000.0,719000000,40,211.7,1.0,2.0
6305,20-Mar,40.6,931000000000.0,72849000000,60,48,2.0,2.0
6306,20-Mar,66.3,35151000000.0,2053000000,40,63.29,0.0,0.0
6307,20-Mar,58.5,5714889000.0,676667000,13,20.24,2.0,9.0
6309,20-Oct,77.2,39218418000.0,2260635000,48,30.61,0.0,9.0
6312,20-Feb,71.6,16772877000.0,558450000,20,87.78,0.0,4.0
6315,20-Mar,62.4,25255495000.0,812236000,16,108.5,0.0,7.0
6316,20-Sep,49,34895000000.0,852000000,35,25.62,0.0,3.0
6317,20-Mar,52,58288000000.0,2907000000,100,54.04,3.0,10.0
6319,20-Mar,65.9,19373893000.0,768154000,10,-,2.0,9.0
6322,20-Mar,65.2,8414614000.0,1000020000,45,55.33,0.0,10.0
6323,20-Feb,46.2,37103263000.0,7743701000,30,7.9,1.0,1.0
6324,20-Mar,76.4,37487753000.0,67553000,20,-,6.0,6.0
6325,20-Mar,80.2,6432271000.0,378870000,10,43.9,0.0,7.0
6327,20-Jun,27.6,4266550000.0,480821000,-,-,0.0,2.0
6330,20-Mar,17.2,219000000000.0,1890000000,-,-,,
6331,20-Mar,43.7,45062000000.0,2222000000,60,21.24,0.0,4.0
6332,20-Mar,51.5,100000000000.0,8051000000,24,19.4,1.0,2.0
6333,20-Mar,77.4,23576096000.0,3750765000,36,16.91,5.0,5.0
6334,20-Mar,23.6,8988813000.0,104802000,5,-,0.0,3.0
6335,20-Mar,45.2,11799000000.0,-1163296000,-,-,1.0,9.0
6336,20-Jan,24.9,10368079000.0,321169000,10,38.72,0.0,2.0
6337,20-Mar,94.1,4159000000.0,-86000000,20,-,3.0,3.0
6338,20-Sep,60.6,4857598000.0,-71799000,10,-,0.0,0.0
6339,20-Mar,60.2,103000000000.0,4734000000,24,42.65,5.0,9.0
6340,20-Jun,54.2,104000000000.0,9366000000,60,25.65,3.0,9.0
6342,20-Mar,60.5,6724660000.0,661655000,80,66.32,1.0,3.0
6343,20-Mar,30.4,7853522000.0,932580000,0.5,7.22,0.0,9.0
6345,20-Mar,82.1,58336392000.0,5857112000,24,34.69,1.0,10.0
6346,20-Mar,85.6,4920900000.0,640408000,90,45.5,1.0,1.0
6347,20-Mar,43.2,2952744000.0,470286000,15,19.3,2.0,9.0
6349,20-Mar,72.2,77646000000.0,-3404000000,30,-,0.0,6.0
6351,20-Mar,79.5,45604000000.0,5166000000,34,20.27,1.0,2.0
6355,20-Mar,35.4,51017000000.0,3353000000,-,-,0.0,0.0
6356,20-Mar,72.4,7579029000.0,568237000,5,14.34,1.0,2.0
6357,20-Mar,46,45077568000.0,2871913000,35,45.47,1.0,1.0
6358,20-Mar,61.7,22744492000.0,959923000,100,90.9,0.0,4.0
6360,20-Mar,37.7,12337519000.0,778950000,50,8.96,0.0,9.0
6362,20-Mar,50.1,9783112000.0,1111124000,50,25.61,0.0,9.0
6363,20-Mar,45.4,47126000000.0,1220000000,18,125.23,1.0,8.0
6364,20-Mar,64.4,41789183000.0,5320035000,35,28.63,2.0,9.0
6365,20-Mar,70.5,19674000000.0,1725953000,85,27.13,2.0,2.0
6366,20-Mar,6.3,386000000000.0,26789000000,-,0,0.0,1.0
6367,20-Mar,53.8,2550000000000.0,2.66E+11,160,29.13,6.0,9.0
6368,20-Mar,59.9,96515000000.0,9908000000,104,14.62,1.0,1.0
6369,20-Mar,56.7,46518000000.0,2591000000,100,52.59,0.0,1.0
6370,20-Mar,62.5,265000000000.0,27479000000,62,35.76,9.0,9.0
6371,20-Mar,59.3,226000000000.0,16146000000,120,39.23,0.0,9.0
6373,20-Mar,33.8,47510000000.0,1166000000,15,-,0.0,4.0
6378,20-Mar,45.1,20711000000.0,1750000000,12,20.16,2.0,8.0
6379,20-Mar,67.3,141000000000.0,10040059000,53,17.35,1.0,1.0
6380,20-Mar,37.2,3265411000.0,14625000,-,-,0.0,9.0
6381,20-Mar,64.6,39091312000.0,3876150000,24,35.32,1.0,2.0
6382,20-Mar,63.4,36748514000.0,2645484000,36,27.02,1.0,1.0
6383,20-Mar,56.7,444000000000.0,40497000000,75,40.42,6.0,8.0
6384,20-Mar,60,10934048000.0,1231172000,60,43.12,0.0,6.0
6387,20-Jul,77.9,5869982000.0,902233000,25,25.31,0.0,2.0
6390,20-Mar,43.5,77894000000.0,-282000000,30,-,1.0,1.0
6391,20-Mar,69.3,6378578000.0,323719000,40,26.07,0.0,1.0
6392,20-Mar,77.4,10752000000.0,1299589000,90,22.16,8.0,10.0
6393,20-Mar,46.7,26155262000.0,1210993000,80,52.54,0.0,2.0
6395,20-Mar,50.5,228000000000.0,13949000000,28,53.15,1.0,9.0
6396,20-Mar,26.6,4585620000.0,68788000,20,92.77,3.0,6.0
6402,20-Mar,54.4,11700392000.0,1013896000,43,29.12,0.0,1.0
6403,20-Mar,41.8,21035000000.0,1280000000,55,-,2.0,2.0
6405,20-Mar,84.2,8930153000.0,765627000,20,40.27,1.0,9.0
6406,20-Mar,55.2,181000000000.0,13375000000,50,36.79,2.0,9.0
6407,20-Mar,60.5,101000000000.0,5230000000,18,21.82,0.0,0.0
6408,20-Mar,37.9,40658000000.0,586000000,100,43.19,0.0,0.0
6409,20-Mar,42.8,58722000000.0,5474000000,48,30.62,2.0,9.0
6412,20-Mar,53.2,145000000000.0,23551000000,80,49.72,0.0,5.0
6413,20-Mar,72.1,78066000000.0,2543000000,15,314.49,0.0,4.0
6414,20-Mar,41,17564326000.0,341791000,12,40.31,0.0,2.0
6416,20-Mar,66.6,7169459000.0,-863998000,-,-,0.0,3.0
6417,20-Mar,82.4,78416000000.0,12551000000,150,81.83,0.0,9.0
6418,20-Mar,81.7,26109042000.0,-730788000,17,-,1.0,3.0
6419,20-Mar,88,22562827000.0,3799989000,80,58.06,1.0,3.0
6420,20-Mar,65.7,86801000000.0,9087000000,48,15.44,9.0,9.0
6424,20-Mar,18.4,16481125000.0,1240627000,15,5.31,0.0,9.0
6428,20-Mar,43,11994283000.0,1567055000,9,22.15,0.0,2.0
6430,20-Mar,71.2,32922375000.0,1431918000,40,55.72,0.0,1.0
6432,20-Feb,76.8,116000000000.0,12649000000,50,23.63,9.0,10.0
6433,20-Mar,69.6,2319458000.0,-21428000,-,-,0.0,9.0
6436,20-Mar,70.5,133000000000.0,16168000000,84,58.94,7.0,10.0
6444,20-Mar,11.1,205000000000.0,-3401000000,-,-,0.0,2.0
6445,20-Mar,49.7,35521000000.0,1158000000,15,68.16,1.0,9.0
6448,20-Mar,58.6,637000000000.0,67329000000,60,31.49,0.0,10.0
6454,20-Mar,76.3,69671000000.0,7586000000,46,39.04,1.0,9.0
6455,20-Mar,60.6,86922000000.0,8855000000,38,24.67,2.0,2.0
6457,20-Mar,60,224000000000.0,17927000000,66,56.96,0.0,0.0
6458,20-Mar,67.9,44263000000.0,9008000000,58,20.51,5.0,9.0
6460,20-Mar,64.2,367000000000.0,27643000000,40,68.17,0.0,9.0
6461,20-Mar,46.9,54881000000.0,1829000000,75,108.98,3.0,9.0
6462,20-Mar,64.9,84530000000.0,5234000000,140,39.35,0.0,0.0
6463,20-Mar,45.4,179000000000.0,13923000000,60,27.71,3.0,9.0
6465,20-Dec,69.3,238000000000.0,18447000000,110,69.62,2.0,9.0
6466,20-Sep,72.9,8824693000.0,885622000,45,15.16,2.0,3.0
6467,20-Mar,69.3,14774345000.0,712939000,20,47.38,0.0,0.0
6469,20-Feb,41,11127317000.0,-190389000,22,-,0.0,4.0
6470,20-Mar,58.7,104000000000.0,2413000000,24,87.79,0.0,0.0
6471,20-Mar,49.1,831000000000.0,23604000000,30,117.64,0.0,6.0
6472,20-Mar,20.6,652000000000.0,7056000000,5,-,0.0,6.0
6473,20-Mar,40.1,1420000000000.0,16158000000,38,-,0.0,0.0
6474,20-Nov,39.9,201000000000.0,6850000000,50,101.06,0.0,9.0
6479,20-Mar,45.6,978000000000.0,58647000000,28,25.28,0.0,3.0
6480,20-Mar,58.4,47457000000.0,1341000000,12.5,-,1.0,6.0
6482,20-Mar,85.3,20011700000.0,2309496000,18,37.9,1.0,1.0
6484,20-Mar,72.1,24531520000.0,2345819000,49,24.04,4.0,9.0
6485,20-Mar,83.5,24077000000.0,2662000000,40,23.59,0.0,0.0
6486,20-Mar,44.9,142000000000.0,5772000000,50,84.42,0.0,9.0
6488,20-Mar,85.1,6983838000.0,608120000,34,30.07,5.0,5.0
6489,20-May,55.7,29944000000.0,1778000000,14,22.88,1.0,1.0
6490,20-Mar,80.9,29213000000.0,3683000000,40,41.52,5.0,9.0
6492,20-Nov,70,6362000000.0,147000000,20,9.22,0.0,6.0
6493,20-Mar,39.4,42465346000.0,1337983000,10,80.32,0.0,7.0
6495,20-Mar,44.6,4722099000.0,35796000,1,1807.62,0.0,0.0
6496,20-May,78.2,18639400000.0,1012504000,100,48.89,0.0,0.0
6498,20-Mar,56,127000000000.0,6950000000,20,42.09,2.0,9.0
6501,20-Mar,31.8,8770000000000.0,6.62E+11,95,104.68,3.0,9.0
6502,20-Mar,27.8,3390000000000.0,1.30E+11,20,-,1.0,3.0
6503,20-Mar,55.1,4460000000000.0,2.60E+11,40,38.71,0.0,7.0
6504,20-Mar,36.7,901000000000.0,42515000000,80,39.69,7.0,9.0
6505,20-May,43.8,39071000000.0,1068000000,30,24.79,0.0,0.0
6506,20-Feb,50.7,411000000000.0,24198000000,52,87.64,2.0,9.0
6507,20-Mar,41.8,89757000000.0,3068000000,30,70.44,1.0,9.0
6508,20-Mar,32.2,256000000000.0,12725000000,50,27.63,0.0,9.0
6513,20-Mar,50,32502000000.0,904811000,40,144.21,2.0,3.0
6516,20-Mar,58.9,70706000000.0,1043000000,90,298.12,0.0,0.0
6517,20-Mar,74.1,62887000000.0,6057000000,46,23.56,2.0,9.0
6518,20-Mar,57.3,13719370000.0,245446000,22,56.87,4.0,9.0
6531,20-Jun,11.4,2694690000.0,-178586000,-,-,,
6532,20-Feb,60.9,32978000000.0,8038000000,90,15.44,2.0,2.0
6535,20-Jul,86.1,14901589000.0,2246107000,-,-,0.0,2.0
6537,20-Dec,43.9,2182000000.0,-124000000,-,-,0.0,4.0
6538,20-Mar,70.3,2337731000.0,305432000,-,0.94,0.0,0.0
6539,20-Mar,90.4,4098556000.0,1704825000,15,27.19,4.0,4.0
6541,20-Mar,80.9,1903678000.0,953936000,15,14.67,3.0,3.0
6542,20-Jun,52.3,7412721000.0,861318000,22.73,20.07,2.0,2.0
6543,20-Feb,63.9,5081776000.0,291271000,42,41.05,0.0,5.0
6544,20-Mar,35.9,21339756000.0,2717749000,9,30.8,3.0,3.0
6545,20-Mar,34.7,3575830000.0,216579000,-,-,0.0,1.0
6547,20-Jun,34.5,22909695000.0,-3456758000,10,-,1.0,5.0
6548,20-Mar,28.9,33355387000.0,138709000,-,-,0.0,1.0
6550,20-Mar,16.2,6371868000.0,-478635000,-,-,0.0,1.0
6551,20-Sep,13.5,12098965000.0,-610462000,-,-,0.0,1.0
6552,20-May,87.5,2890000000.0,408187000,-,-,0.0,1.0
6554,20-Sep,60.1,8967051000.0,208131000,7,22.71,1.0,1.0
6555,20-Feb,82,2528351000.0,320802000,18.5,37.73,2.0,2.0
6556,20-Mar,77.1,6878327000.0,1758473000,8.8,20.28,0.0,0.0
6562,20-Mar,59.5,14348300000.0,-91487000,-,-,0.0,1.0
6563,20-Sep,52.7,4155633000.0,77196000,-,-,0.0,1.0
6564,20-Mar,36.8,5213953000.0,1495769000,5,5.92,0.0,0.0
6565,20-Mar,31.7,6295918000.0,1333456000,6,9.55,0.0,4.0
6566,20-Mar,74.6,11490323000.0,806887000,11,36.17,0.0,0.0
6567,20-May,44.2,6948846000.0,136605000,3,8.77,0.0,0.0
6568,20-Mar,77,6347583000.0,574459000,25,37.23,0.0,6.0
6569,20-Mar,52.9,74966000000.0,3061000000,6.61,30.5,2.0,2.0
6570,20-Mar,31.6,13591652000.0,249497000,17.5,266.42,2.0,6.0
6571,20-Jun,29.9,19089000000.0,239000000,-,227.88,1.0,1.0
6575,20-Mar,49.6,2643917000.0,20017000,10,-,0.0,0.0
6577,20-Jul,24.3,1111508000.0,-60451000,-,-,0.0,2.0
6578,20-Feb,64.3,4776812000.0,-167350000,5,-,0.0,0.0
6579,20-Mar,51.1,2708156000.0,63585000,-,-,0.0,0.0
6580,20-Mar,81.8,1851621000.0,257590000,-,0,0.0,1.0
6584,20-Mar,32,143000000000.0,5452000000,17,33.44,0.0,9.0
6586,20-Mar,84.7,493000000000.0,64046000000,53,35.26,2.0,2.0
6588,20-Mar,30.3,484000000000.0,13977000000,30,73.67,3.0,3.0
6590,20-Mar,34.3,47141000000.0,3123000000,110,31.84,2.0,7.0
6594,20-Mar,44.6,1530000000000.0,1.10E+11,57.5,55.39,1.0,1.0
6615,20-Mar,5.3,141000000000.0,-5188256000,-,-,0.0,8.0
6616,20-Mar,67.1,21500955000.0,678161000,40,107.31,2.0,6.0
6617,20-Mar,47.3,93341000000.0,2321000000,50,96.09,0.0,7.0
6618,20-Mar,22.7,11441235000.0,465943000,8,30.3,1.0,6.0
6620,20-Mar,89.5,1489000000.0,973000000,-,-,0.0,7.0
6622,20-Mar,49.3,145000000000.0,9065000000,85,31.7,2.0,9.0
6625,20-Mar,32.9,1724620000.0,1069738000,-,-,0.0,8.0
6626,20-Mar,54.2,14890312000.0,1089657000,20,12.83,0.0,3.0
6629,20-Mar,35.3,22357720000.0,1443791000,15,4.09,0.0,5.0
6630,20-Apr,77.3,22975758000.0,2504326000,3.6,34.26,3.0,7.0
6632,20-Mar,22.6,291000000000.0,4080000000,5,103.04,0.0,5.0
6637,20-Mar,67.1,36700640000.0,2411392000,16,8.96,0.0,9.0
6638,20-Mar,29.2,55557698000.0,1353517000,7.5,-,2.0,9.0
6639,20-Mar,52.8,25735479000.0,1564453000,40,18.47,0.0,4.0
6641,20-Mar,68.1,118000000000.0,11478000000,32,41.82,1.0,9.0
6643,20-Mar,63.7,22552187000.0,1548235000,80,36.4,1.0,1.0
6644,20-Mar,47.8,90069000000.0,3691000000,20,81.7,0.0,3.0
6645,20-Mar,70,678000000000.0,54760000000,84,23.12,0.0,4.0
6647,20-Mar,40.8,9866853000.0,527648000,50,14.68,0.0,0.0
6648,20-Mar,73,21009000000.0,881378000,80,38.77,0.0,9.0
6651,20-Mar,73.6,139000000000.0,12402000000,60,22.65,0.0,1.0
6652,20-Mar,49.1,58355000000.0,4704000000,50,47.94,0.0,9.0
6653,20-Dec,42.4,23383000000.0,1325000000,25,23.2,5.0,7.0
6654,20-Jan,93.7,3944609000.0,377591000,32,67.49,0.0,10.0
6656,20-Apr,47.6,2348206000.0,44770000,3,15.51,0.0,1.0
6658,20-Mar,11.4,26135000000.0,-98000000,-,-,0.0,6.0
6659,20-Mar,41.7,2437465000.0,-535975000,-,-,0.0,7.0
6662,20-Jun,89.4,1764442000.0,51841000,3,111.87,0.0,9.0
6663,20-Dec,53.5,3175000000.0,-425000000,3,-,0.0,0.0
6666,20-Mar,13.6,4479624000.0,5724000,-,-,0.0,0.0
6668,20-Aug,52.7,7136822000.0,874463000,10,10.58,0.0,6.0
6670,20-Mar,56.1,154000000000.0,13706000000,23.5,26.7,6.0,6.0
6674,20-Mar,45.8,396000000000.0,21676000000,50,29.86,0.0,6.0
6675,20-Mar,59.2,39300000000.0,2271000000,55,29.98,1.0,1.0
6676,20-Mar,61.2,115000000000.0,4137000000,60,34.79,0.0,1.0
6677,20-Sep,70.4,19104575000.0,-659332000,10,-,2.0,2.0
6678,20-Mar,85.4,9810534000.0,1257753000,49,40.27,2.0,9.0
6698,20-Mar,67.8,3470136000.0,463662000,6.25,13,0.0,6.0
6699,20-Mar,11.7,71012000000.0,511000000,17.5,-,0.0,0.0
6701,20-Mar,29.2,3100000000000.0,1.28E+11,70,18.18,0.0,0.0
6702,20-Mar,38.9,3860000000000.0,2.11E+11,180,20.26,3.0,5.0
6703,20-Mar,28.5,457000000000.0,16829000000,50,30.7,0.0,5.0
6704,20-Mar,67.3,22294000000.0,150000000,-,173.68,0.0,1.0
6706,20-Mar,73.8,45016000000.0,2601000000,45,30.91,0.0,1.0
6707,20-Mar,25.7,160000000000.0,4309000000,30,-,0.0,3.0
6709,20-Mar,52.6,8105320000.0,571792000,10,34.78,1.0,2.0
6715,20-Mar,78.5,17735000000.0,357000000,50,113.04,2.0,2.0
6718,20-Mar,81.6,48494000000.0,2833000000,51,33.76,2.0,5.0
6724,20-Mar,48.4,1040000000000.0,39479000000,62,279.92,0.0,7.0
6727,20-Mar,54.2,88579866000.0,5566709000,7,24.88,1.0,3.0
6728,20-Jun,54.6,185000000000.0,15958000000,80,48.12,4.0,4.0
6730,20-Mar,88,9265000000.0,393000000,21,50,0.0,0.0
6734,20-Feb,53,3128137000.0,359004000,25,14.84,1.0,3.0
6736,20-Mar,29.3,26220033000.0,-2252004000,-,-,0.0,9.0
6737,20-Mar,76.6,76480000000.0,6441000000,110,47.91,7.0,10.0
6741,20-Mar,57.7,112000000000.0,8912000000,26,24.62,5.0,5.0
6742,20-Mar,42.5,72810000000.0,3044000000,17,47.67,1.0,9.0
6743,20-Mar,48.2,24942918000.0,1981713000,10,11.36,0.0,9.0
6744,20-Mar,70.4,117000000000.0,15139000000,33,18.38,7.0,10.0
6745,20-Mar,54.1,80551000000.0,5234000000,27,16.8,1.0,10.0
6748,20-Dec,43.9,18297000000.0,695000000,10,32.23,0.0,6.0
6750,20-Mar,71.3,101000000000.0,14121000000,61,25.63,9.0,9.0
6752,20-Mar,32.1,7490000000000.0,2.94E+11,30,31,0.0,6.0
6753,20-Mar,15,2270000000000.0,52773000000,18,71.82,2.0,6.0
6754,20-Mar,67.8,107000000000.0,17413000000,31,25.2,2.0,3.0
6755,20-Mar,50.1,262000000000.0,14941000000,28,48.99,9.0,10.0
6757,20-Jan,37,8359578000.0,742350000,35,53.24,1.0,10.0
6758,20-Mar,17.9,8260000000000.0,8.45E+11,45,8.52,2.0,4.0
6762,20-Mar,43.4,1360000000000.0,97870000000,180,37.16,2.0,6.0
6763,20-Mar,84.5,12499701000.0,624160000,50,-,0.0,5.0
6768,20-Mar,52.4,79655000000.0,2289000000,10,80.08,1.0,6.0
6769,20-Dec,92.1,2879000000.0,-707000000,-,-,0.0,8.0
6770,20-Mar,51.9,811000000000.0,26795000000,30,-,0.0,0.0
6771,20-Mar,50.1,23229000000.0,768000000,30,36.03,3.0,3.0
6772,20-Mar,34.8,8933905000.0,187832000,30,149.44,1.0,3.0
6775,20-Mar,64.6,3070797000.0,-158315000,-,-,0.0,9.0
6776,20-Mar,38.8,18351000000.0,1044000000,3,7,0.0,9.0
6777,20-Mar,82.8,6382727000.0,936864000,20,49.53,2.0,2.0
6778,20-Jul,67.8,3231616000.0,438645000,6,0.01,0.0,1.0
6779,20-Mar,9.8,39468000000.0,-8286000000,-,-,0.0,0.0
6785,20-Jun,69.1,28126973000.0,1734981000,11,12.79,0.0,0.0
6787,20-Mar,25,115000000000.0,5189000000,30,35.42,0.0,0.0
6788,20-Mar,74.9,16116796000.0,2303273000,70,216.84,0.0,9.0
6794,20-Mar,66.5,107000000000.0,2064000000,35,43.51,0.0,0.0
6798,20-Mar,49.6,54161000000.0,-244000000,40,-,0.0,0.0
6800,20-Mar,55.1,60595000000.0,4916000000,30,16.45,3.0,7.0
6803,20-Mar,13.9,14745000000.0,286000000,-,-,0.0,1.0
6804,20-Mar,67.1,212000000000.0,11219000000,25,15.49,0.0,3.0
6806,20-Mar,89.3,122000000000.0,20358000000,240,57.18,0.0,0.0
6807,20-Mar,70.1,208000000000.0,14150000000,40,32.91,2.0,10.0
6809,20-Mar,72.9,45068000000.0,3465000000,26,42.62,2.0,3.0
6810,20-Mar,50.6,145000000000.0,-137000000,268,-,2.0,3.0
6814,20-Feb,55.1,83066000000.0,2411000000,20,38.56,0.0,0.0
6815,20-Mar,67.4,20034000000.0,544000000,-,-,1.0,3.0
6817,20-Dec,33.6,84417000000.0,2838000000,9,19.81,0.0,0.0
6819,20-Mar,81.4,2956757000.0,294194000,-,0,0.0,7.0
6820,20-Mar,90.1,30533000000.0,2300000000,53,38.38,2.0,2.0
6822,20-Mar,32.6,25314544000.0,569159000,50,12.22,0.0,0.0
6823,20-Mar,74.5,21465196000.0,2485269000,43,28.97,3.0,10.0
6824,20-Mar,73.6,27773693000.0,2147744000,28,23.45,2.0,9.0
6826,20-Mar,76.8,14923000000.0,237000000,21,1093.02,3.0,3.0
6832,20-Mar,83.2,42342555000.0,3178130000,56,44.03,0.0,0.0
6834,20-Mar,84.5,15729674000.0,1614147000,40,24.19,5.0,9.0
6837,20-Mar,38.1,19022000000.0,79000000,4,11400,0.0,0.0
6838,20-Mar,44.1,6332983000.0,805656000,7,4.91,0.0,1.0
6840,20-Mar,24.4,12574151000.0,642063000,-,-,0.0,9.0
6841,20-Mar,58.4,404000000000.0,35588000000,34,61.79,2.0,8.0
6844,20-Mar,43.8,92965000000.0,1757000000,62.5,-,0.0,9.0
6845,20-Mar,66.7,259000000000.0,27255000000,50,34.8,4.0,9.0
6848,20-Mar,72.4,16349000000.0,1834000000,17,23.16,5.0,10.0
6849,20-Mar,72.6,185000000000.0,15503000000,35,30.24,0.0,9.0
6850,20-Mar,57.6,20582059000.0,1026390000,45,31.3,2.0,2.0
6852,20-Mar,69.4,3153054000.0,393866000,30,16.4,0.0,9.0
6853,20-Dec,69.6,13846000000.0,748000000,10,58.63,0.0,9.0
6855,20-Mar,58.6,15669000000.0,1012000000,13,9.76,0.0,1.0
6857,20-Mar,65.1,276000000000.0,58708000000,82,30.69,0.0,0.0
6858,20-Dec,67.3,11841000000.0,-566000000,10,-,1.0,1.0
6859,20-Mar,74.4,42443000000.0,3742000000,68,55.61,6.0,6.0
6861,20-Mar,95.8,552000000000.0,2.78E+11,150,12.24,0.0,0.0
6862,20-Mar,34.3,12077410000.0,305638000,2,5.33,1.0,9.0
6863,20-Mar,85.8,8775350000.0,952240000,34,26.38,0.0,9.0
6864,20-Mar,58.3,13231498000.0,1532099000,30,23.9,2.0,9.0
6866,20-Dec,85.5,21664000000.0,2469000000,60,42.78,3.0,3.0
6867,20-Mar,80.8,4028222000.0,436188000,26,22.43,3.0,6.0
6869,20-Mar,71.3,302000000000.0,55284000000,72,43.08,9.0,9.0
6874,20-Jun,52.8,32060626000.0,1992422000,55,18.87,3.0,5.0
6875,20-Mar,38.8,65764572000.0,972461000,17,-,0.0,0.0
6877,20-Sep,69.6,44230000000.0,6754000000,110,38.84,0.0,3.0
6879,20-Mar,40.3,94090704000.0,1351721000,5,33.17,0.0,0.0
6881,20-Mar,41.1,53160000000.0,2188000000,5,30.6,3.0,3.0
6882,20-Mar,76.9,21875000000.0,256000000,13,-,2.0,2.0
6888,20-Jun,59.7,4881481000.0,517408000,11,14.47,3.0,4.0
6889,20-Mar,76.5,41712000000.0,4973000000,70,31.12,4.0,9.0
6890,20-Mar,25.5,81613676000.0,6012926000,24,49.83,0.0,6.0
6894,20-Mar,76.7,2318764000.0,351509000,55,93.45,2.0,9.0
6897,20-Feb,54.6,12159089000.0,178749000,11,-,0.0,2.0
6898,20-Jan,77.9,1088674000.0,-202123000,-,-,0.0,3.0
6899,20-Mar,53.7,45496321000.0,959806000,50,40.26,5.0,5.0
